Topic,Topic2,Category2,Frequency_2018-01,Frequency_2018-02,Frequency_2018-03,Frequency_2018-04,Frequency_2018-05,Frequency_2018-06,Frequency_2018-07,Frequency_2018-08,Frequency_2018-09,Frequency_2018-10,Frequency_2018-11,Frequency_2018-12,Frequency_2019-01,Frequency_2019-02,Frequency_2019-03,Frequency_2019-04,Frequency_2019-05,Frequency_2019-06,Frequency_2019-07,Frequency_2019-09,Frequency_2019-10,Frequency_2019-11,Frequency_2019-12,Frequency_2020-01,Frequency_2020-02,Frequency_2020-03,Frequency_2020-04,Frequency_2020-05,Frequency_2020-06,Category1,Frequency_2019-08,Frequency_2020-07,Frequency_2020-08,Frequency_2020-09
#Rock,#Radio,ginger ale,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
Gin,#MarchMadness,tonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
#beer,#wine,ginger ale,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
#craftcocktails,#fevertree,tonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
Ginger Ale,Root Beer,ginger ale,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
#community,#fizzydrink,soda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,2
Wine,#food,ginger ale,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
Fat,Soda,soda,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
Beans,Rice,soda,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
Grape,Soda,soda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,Beverage,0,0,0,0
#CherryCoke,Coca Cola,ginger ale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
Vodka,Lime,soda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,Beverage,0,0,0,0
#TalkAt9,@altamc,tonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
#beverage,Fresh Lime,soda,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
Lemonade,Fresh Lime,soda,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
#happy,#fizzydrink,soda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,2
Tonic,Tonic Water,tonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
#Spring,#Bristol,ginger ale,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
@DoubleDutchMix,Rum,tonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,Beverage,0,0,0,0
#lifeofriley,#golfgalaxy,ginger ale,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
@CAEAirport,@drjoshsc,tonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
#Coke,Human,ginger ale,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
#dentistry,#Dentist,soda,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
#craft,Garnish,soda,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
#pop,#latenightshow,ginger ale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,2
Cream,Sparkling Water,soda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Beverage,0,0,0,0
Spiced,@ChairmansUK,tonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,Beverage,0,0,0,0
#Klarbrunn4Life,#hammock,soda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
Bacon,Cheese,soda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,Beverage,0,0,0,0
Moonshine,Cognac,ginger ale,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,2,0,2,0
Teas,Coke,ginger ale,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
#jazz,#drummer,ginger ale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,2
Fever Tree,#portlandbars,tonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
Coke,Rum,ginger ale,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
Gin,Orange,tonic,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
Gin,#tiqaportland,tonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
#drum,#rock,ginger ale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,2
Carbonated,Apple,soda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
#Kvass,Cola,soda,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
Cinnamon,Tonic,tonic,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
Black,Tonic,tonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Beverage,0,2,0,0
#0calories,#sparklingwater,soda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
Ice,Cucumber,ginger ale,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,2,0,2,0
#lemonade,Sparkling Water,soda,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
Jack,Honey,ginger ale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,2
Cold,Coke,ginger ale,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
#drum,#latenightshow,ginger ale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,2
#BunsOut,Tonic,tonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
Cherry,Mineral Water,soda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Beverage,0,0,0,0
#summer,Lemonade,soda,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
#BunsOut,@MapsMaponyane,tonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
#latenightshow,#djent,ginger ale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,2
Mint,#lemonade,soda,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
#ginandtonic,#portlandbars,tonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
Large,Toast,tonic,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
Japanese,Sparkling Water,soda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Beverage,0,0,0,0
@locallearning,#architecture,ginger ale,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
Tequila,@ETEAKI_T,ginger ale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,Beverage,0,0,0,0
Gin,Toast,tonic,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
#Rap,#Pop,ginger ale,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
Jack,Tequila,ginger ale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,Beverage,0,0,0,0
Yeast,Cola,soda,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
#TalkAt9,@EpicFoundSA,tonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
@DMRnewsdirector,Coke,ginger ale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Beverage,0,3,0,0
#arcade,Coke,ginger ale,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
#SimplyAmazing,Coffee,tonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Beverage,0,0,0,0
Sparkling Water,White,soda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Beverage,0,0,0,0
#NowPlaying,#Radio,ginger ale,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
#icecream,Tonic,tonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Beverage,0,2,0,0
#Memories,#Projects,ginger ale,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
Ginger Ale,Soup,ginger ale,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
Vanilla,#Drinks,ginger ale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
Sparkling Water,Spindrift,soda,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,2,0,2,0
#ginandtonic,Tonic Water,tonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
#drum,#djent,ginger ale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,2
Cherry Coke,Coca Cola,ginger ale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
#architecture,#Bristol,ginger ale,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
Tonic Water,Soda Water,tonic,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
#djent,@8gband,ginger ale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,2
Fever Tree,Angostura Bitters,tonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
#flavors,Flavoring,ginger ale,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
@GinFoundry,Orange,tonic,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
Carrot,Strawberry,ginger ale,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
Fever Tree,#rosemary,tonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
#rock,#drummer,ginger ale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,2
Shake,Water,soda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Beverage,0,0,0,0
Baking Soda,Natural,soda,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
#Events,#Culture,ginger ale,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
Red,Dried,soda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
Coke,Cola,ginger ale,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
Cold Water,Cranberry Juice,ginger ale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
Red,Bean Soup,soda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
Coke,Lemon,ginger ale,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
Tonic,Mocha,tonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Beverage,0,2,0,0
Soda,Red,soda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
Onion,Fried Eggs,soda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Beverage,0,0,0,0
Gin,#gin,tonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Beverage,0,2,0,0
Cheese,Star Wars,soda,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
@badencoffee,Tonic,tonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Beverage,0,2,0,0
#Spring,#Projects,ginger ale,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
Rebel,Cavalier,ginger ale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,4
#AA2423,Ginger Ale,ginger ale,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
Tonic,@liamsteevenson,tonic,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
@WindowTrendsHI,#design,ginger ale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,3
Cinnamon,Stick,tonic,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
@EpicFoundSA,Tonic,tonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
#community,#happy,soda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,2
Cold,#supercharged,soda,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
Fresh,Orange,tonic,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
#658trivia,Coke,ginger ale,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
#ginandtonic,Angostura Bitters,tonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
Garnish,Lemonade,soda,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
#Regeneration,#Spring,ginger ale,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
Cream,Onion,soda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Beverage,0,0,0,0
@columbiasc,@CAEAirport,tonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
Sweet Pickles,Cheese,ginger ale,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
#Ginvent,Tonic,tonic,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
#golf,#golfgalaxy,ginger ale,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
#NewUse,#Events,ginger ale,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
Black,Sack,ginger ale,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
Gin,@altamc,tonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
Caffeine,Powder,soda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Beverage,0,0,0,0
Coke,Sack,ginger ale,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
#whynot,#sparklingwater,soda,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
Lemon Vodka,@DeepEddyVodka,soda,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,2,0,2,0
Ginger Ale,Soda,ginger ale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Beverage,0,2,0,0
#community,#health,soda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,2
#wherelongislandgetsengaged,#svsfinejewelry,ginger ale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,2
Fresh Mint,Sparkling Water,soda,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
Beans,Soda,soda,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
#cocktails,Tonic,tonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,Beverage,0,0,0,0
Tonic,@CenterParcsUK,tonic,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
Coke,Soda,ginger ale,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Beverage,0,2,0,0
#ginandtonic,Fever Tree,tonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
@RootdHealth,#giveaway,soda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Beverage,0,0,0,0
Vodka,#stayinnandbeoutout,soda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,Beverage,0,0,0,0
#craft,Ginger,soda,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
Rye Bread,Cola,soda,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
Cream,Veggies,soda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Beverage,0,0,0,0
#arcade,#food,ginger ale,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
Flavoring,Biotech,ginger ale,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
Ginger,Sparkling Water,soda,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
Black,@badencoffee,tonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Beverage,0,2,0,0
Ginger Ale,Crackers,ginger ale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,Beverage,0,0,0,0
@redbubble,Soda,soda,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
Cherry,#CherryCoke,ginger ale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
Gin,Large,tonic,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
Gin,Fresh,tonic,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
#gingerlemonade,#mojito,soda,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
Gin,#rosemary,tonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
Flat,Water,soda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Beverage,0,0,0,0
Cold,#sparklingwater,soda,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
#RugbyWorldCup2019,@MapsMaponyane,tonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
#happy,#happiness,soda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,2
Diet,Lemonade,ginger ale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Beverage,0,2,0,0
Sparkling Water,Fried Eggs,soda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Beverage,0,0,0,0
#craftcocktails,Fever Tree,tonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverage,0,0,0,0
